date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2021-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,125000.0,2.98
2021-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Lentils (green),549,900 G,actual,Retail,IRR,339300.0,8.08
2021-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,350000.0,8.33
2021-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Sugar (white),349,KG,actual,Retail,IRR,120000.0,2.86
2021-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Exchange rate (unofficial),473,USD/LCU,actual,Retail,IRR,227451.61,5.42
2021-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,125000.0,2.98
2021-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Lentils (green),549,900 G,actual,Retail,IRR,333000.0,7.93
2021-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,350000.0,8.33
2021-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Exchange rate (unofficial),473,USD/LCU,actual,Retail,IRR,241440.0,5.75
2021-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,125000.0,2.98
2021-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Lentils (green),549,900 G,actual,Retail,IRR,333000.0,7.93
2021-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,240000.0,5.71
2021-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,420000.0,1.0
2021-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Sugar (white),349,KG,actual,Retail,IRR,110000.0,2.62
2021-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Lentils (green),549,900 G,actual,Retail,IRR,333000.0,7.93
2021-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,240000.0,5.71
2021-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,410000.0,9.76
2021-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Exchange rate (unofficial),473,USD/LCU,actual,Retail,IRR,267422.58,6.37
2021-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,145000.0,3.45
2021-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,280000.0,6.67
2021-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Exchange rate (unofficial),473,USD/LCU,actual,Retail,IRR,275186.67,6.55
2021-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,145000.0,3.45
2021-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Lentils (green),549,900 G,actual,Retail,IRR,405000.0,9.64
2021-10-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,300000.0,7.14
2021-10-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,520000.0,12.38
2021-10-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Exchange rate (unofficial),473,USD/LCU,actual,Retail,IRR,275796.77,6.57
2021-10-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,148000.0,3.52
2021-10-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Lentils (green),549,900 G,actual,Retail,IRR,423000.0,10.07
2021-11-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,300000.0,7.14
2021-11-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,500000.0,11.9
2021-11-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Sugar (white),349,KG,actual,Retail,IRR,150000.0,3.57
2021-11-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,150000.0,3.57
2021-12-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,300000.0,7.14
2021-12-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,470000.0,11.19
2021-12-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Lentils (green),549,900 G,actual,Retail,IRR,549000.0,13.07
2022-01-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,300000.0,7.14
2022-01-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,450000.0,10.71
2022-01-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Sugar (white),349,KG,actual,Retail,IRR,165000.0,3.93
2022-01-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Exchange rate (unofficial),473,USD/LCU,actual,Retail,IRR,282012.9,6.71
2022-01-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,150000.0,3.57
2022-02-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,300000.0,7.14
2022-02-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,450000.0,10.71
2022-02-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Sugar (white),349,KG,actual,Retail,IRR,163500.0,3.89
2022-02-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Exchange rate (unofficial),473,USD/LCU,actual,Retail,IRR,266396.43,6.34
2022-02-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,155000.0,3.69
2022-02-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Lentils (green),549,900 G,actual,Retail,IRR,585000.0,13.93
2022-03-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,330000.0,7.86
2022-03-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,456000.0,10.86
2022-03-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Exchange rate (unofficial),473,USD/LCU,actual,Retail,IRR,262193.55,6.24
2022-03-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,145000.0,3.45
2022-03-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Lentils (green),549,900 G,actual,Retail,IRR,585000.0,13.93
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Bread,55,240 G,actual,Retail,IRR,15000.0,0.36
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Pasta,112,500 G,actual,Retail,IRR,63000.0,1.5
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Potatoes,83,KG,actual,Retail,IRR,130000.0,3.1
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,300000.0,7.14
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Wheat flour,58,KG,actual,Retail,IRR,155500.0,3.7
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,456000.0,10.86
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs","Fish (tuna, canned)",322,180 G,actual,Retail,IRR,300000.0,7.14
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,IRR,300000.0,7.14
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Milk (pasteurized),463,200 ML,actual,Retail,IRR,61800.0,1.47
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Salt (iodised),334,500 G,actual,Retail,IRR,40000.0,0.95
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Sugar (white),349,KG,actual,Retail,IRR,163500.0,3.89
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Tea (black),175,500 G,actual,Retail,IRR,780000.0,18.57
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Tomatoes (paste),317,KG,actual,Retail,IRR,355000.0,8.45
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Alcohol (spray),878,500 ML,actual,Retail,IRR,280000.0,6.67
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Exchange rate (unofficial),473,USD/LCU,actual,Retail,IRR,297525.81,7.08
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Shampoo,545,450 ML,actual,Retail,IRR,190000.0,4.52
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (sunflower),184,810 G,actual,Retail,IRR,145000.0,3.45
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,140000.0,3.33
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Lentils (green),549,900 G,actual,Retail,IRR,640000.0,15.24
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Cucumbers,388,KG,actual,Retail,IRR,104000.0,2.48
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Parsley,469,KG,actual,Retail,IRR,180000.0,4.29
2022-04-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Tomatoes,114,KG,actual,Retail,IRR,140000.0,3.33
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Bread,55,240 G,actual,Retail,IRR,20000.0,0.48
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Potatoes,83,KG,actual,Retail,IRR,140000.0,3.33
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,350000.0,8.33
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Wheat flour,58,KG,actual,Retail,IRR,165000.0,3.93
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,610000.0,14.52
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs","Fish (tuna, canned)",322,180 G,actual,Retail,IRR,300000.0,7.14
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,IRR,600000.0,14.29
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Cheese (local),314,450 G,actual,Retail,IRR,450000.0,10.71
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Milk (pasteurized),463,200 ML,actual,Retail,IRR,65000.0,1.55
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Yogurt,364,KG,actual,Retail,IRR,280000.0,6.67
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Tea (black),175,500 G,actual,Retail,IRR,780000.0,18.57
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Tomatoes (paste),317,KG,actual,Retail,IRR,430000.0,10.24
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Alcohol (spray),878,500 ML,actual,Retail,IRR,280000.0,6.67
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Bleach (chlorine),879,750 G,actual,Retail,IRR,97500.0,2.32
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Shampoo,545,450 ML,actual,Retail,IRR,260000.0,6.19
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,630000.0,15.0
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Beans (kidney red),206,900 G,actual,Retail,IRR,600000.0,14.29
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,"Peas (yellow, split)",424,900 G,actual,Retail,IRR,720000.0,17.14
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Apples,345,KG,actual,Retail,IRR,230000.0,5.48
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Eggplants,434,KG,actual,Retail,IRR,160000.0,3.81
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Onions,173,KG,actual,Retail,IRR,70000.0,1.67
2022-05-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Tomatoes,114,KG,actual,Retail,IRR,150000.0,3.57
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Bread,55,240 G,actual,Retail,IRR,20000.0,0.48
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,390000.0,9.29
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,610000.0,14.52
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,IRR,600000.0,14.29
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Cheese (local),314,450 G,actual,Retail,IRR,420000.0,1.0
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Milk (pasteurized),463,200 ML,actual,Retail,IRR,80000.0,1.9
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Yogurt,364,KG,actual,Retail,IRR,300000.0,7.14
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Tea (black),175,500 G,actual,Retail,IRR,780000.0,18.57
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Tomatoes (paste),317,KG,actual,Retail,IRR,390000.0,9.29
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Alcohol (spray),878,500 ML,actual,Retail,IRR,280000.0,6.67
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Exchange rate (unofficial),473,USD/LCU,actual,Retail,IRR,318364.52,7.58
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Handwash soap,541,0.13 KG,actual,Retail,IRR,75000.0,1.79
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Shampoo,545,450 ML,actual,Retail,IRR,330000.0,7.86
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Beans (kidney red),206,900 G,actual,Retail,IRR,600000.0,14.29
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Chickpeas,244,900 G,actual,Retail,IRR,620000.0,14.76
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Lentils (green),549,900 G,actual,Retail,IRR,650000.0,15.48
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Cucumbers,388,KG,actual,Retail,IRR,110000.0,2.62
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Eggplants,434,KG,actual,Retail,IRR,150000.0,3.57
2022-06-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Tomatoes,114,KG,actual,Retail,IRR,145000.0,3.45
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Bread,55,240 G,actual,Retail,IRR,20000.0,0.48
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Potatoes,83,KG,actual,Retail,IRR,157500.0,3.75
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,390000.0,9.29
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Wheat flour,58,KG,actual,Retail,IRR,165000.0,3.93
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,800000.0,19.05
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs","Fish (tuna, canned)",322,180 G,actual,Retail,IRR,350000.0,8.33
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Cheese (local),314,450 G,actual,Retail,IRR,420000.0,1.0
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Milk (pasteurized),463,200 ML,actual,Retail,IRR,80000.0,1.9
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Yogurt,364,KG,actual,Retail,IRR,300000.0,7.14
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Sugar (white),349,KG,actual,Retail,IRR,200000.0,4.76
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Tea (black),175,500 G,actual,Retail,IRR,780000.0,18.57
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Tomatoes (paste),317,KG,actual,Retail,IRR,420000.0,1.0
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Alcohol (spray),878,500 ML,actual,Retail,IRR,280000.0,6.67
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Bleach (chlorine),879,750 G,actual,Retail,IRR,100000.0,2.38
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Handwash soap,541,0.13 KG,actual,Retail,IRR,80000.0,1.9
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Shampoo,545,450 ML,actual,Retail,IRR,330000.0,7.86
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (sunflower),184,810 G,actual,Retail,IRR,661000.0,15.74
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,640000.0,15.24
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Beans (kidney red),206,900 G,actual,Retail,IRR,620000.0,14.76
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Chickpeas,244,900 G,actual,Retail,IRR,640000.0,15.24
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,"Peas (yellow, split)",424,900 G,actual,Retail,IRR,630000.0,15.0
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Apples,345,KG,actual,Retail,IRR,270000.0,6.43
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Cucumbers,388,KG,actual,Retail,IRR,115000.0,2.74
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Eggplants,434,KG,actual,Retail,IRR,130000.0,3.1
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Onions,173,KG,actual,Retail,IRR,99000.0,2.36
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Parsley,469,KG,actual,Retail,IRR,230000.0,5.48
2022-07-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Tomatoes,114,KG,actual,Retail,IRR,125000.0,2.98
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Bread,55,240 G,actual,Retail,IRR,20000.0,0.48
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Pasta,112,500 G,actual,Retail,IRR,170000.0,4.05
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Potatoes,83,KG,actual,Retail,IRR,163000.0,3.88
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,425000.0,10.12
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Wheat flour,58,KG,actual,Retail,IRR,158000.0,3.76
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Eggs,92,1.8 KG,actual,Retail,IRR,800000.0,19.05
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,IRR,600000.0,14.29
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Milk (pasteurized),463,200 ML,actual,Retail,IRR,84600.0,2.01
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Salt (iodised),334,500 G,actual,Retail,IRR,50000.0,1.19
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Tea (black),175,500 G,actual,Retail,IRR,780000.0,18.57
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Tomatoes (paste),317,KG,actual,Retail,IRR,487500.0,11.61
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Alcohol (spray),878,500 ML,actual,Retail,IRR,300000.0,7.14
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Bleach (chlorine),879,750 G,actual,Retail,IRR,113000.0,2.69
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Exchange rate (unofficial),473,USD/LCU,actual,Retail,IRR,311223.33,7.41
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Handwash soap,541,0.13 KG,actual,Retail,IRR,80000.0,1.9
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Shampoo,545,450 ML,actual,Retail,IRR,330000.0,7.86
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (sunflower),184,810 G,actual,Retail,IRR,661000.0,15.74
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,640000.0,15.24
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Chickpeas,244,900 G,actual,Retail,IRR,687000.0,16.36
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Lentils (green),549,900 G,actual,Retail,IRR,750000.0,17.86
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Eggplants,434,KG,actual,Retail,IRR,150000.0,3.57
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Onions,173,KG,actual,Retail,IRR,100000.0,2.38
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Parsley,469,KG,actual,Retail,IRR,260000.0,6.19
2022-08-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,vegetables and fruits,Tomatoes,114,KG,actual,Retail,IRR,180000.0,4.29
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Pasta,112,500 G,actual,Retail,IRR,170000.0,4.05
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Potatoes,83,KG,actual,Retail,IRR,170000.0,4.05
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Rice,52,KG,actual,Retail,IRR,400000.0,9.52
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,cereals and tubers,Wheat flour,58,KG,actual,Retail,IRR,158000.0,3.76
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,"meat, fish and eggs",Meat (chicken),94,KG,actual,Retail,IRR,620000.0,14.76
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Cheese (local),314,450 G,actual,Retail,IRR,420000.0,1.0
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Milk (pasteurized),463,200 ML,actual,Retail,IRR,85000.0,2.02
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,milk and dairy,Yogurt,364,KG,actual,Retail,IRR,300000.0,7.14
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Salt (iodised),334,500 G,actual,Retail,IRR,45000.0,1.07
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Tea (black),175,500 G,actual,Retail,IRR,700000.0,16.67
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,miscellaneous food,Tomatoes (paste),317,KG,actual,Retail,IRR,450000.0,10.71
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Bleach (chlorine),879,750 G,actual,Retail,IRR,120000.0,2.86
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Exchange rate (unofficial),473,USD/LCU,actual,Retail,IRR,328703.23,7.83
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,non-food,Shampoo,545,450 ML,actual,Retail,IRR,330000.0,7.86
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (sunflower),184,810 G,actual,Retail,IRR,661000.0,15.74
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,oil and fats,Oil (vegetable),96,810 G,actual,Retail,IRR,640000.0,15.24
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Beans (kidney red),206,900 G,actual,Retail,IRR,700000.0,16.67
2022-09-15,Tehran,Tehran,Tehran Market,1652,35.72,51.4,pulses and nuts,Chickpeas,244,900 G,actual,Retail,IRR,680000.0,16.19
